Gemeinde Buseck|35418|Buseck|Ernst-Ludwig-Straße|15|ordnungsamt@buseck.de|06258/108-0|ID_OID_9001146_I
Gemeinde Büttelborn|64572|Büttelborn|Mainzer Straße|13|oa@buettelborn.de|06123/9050-0|ID_OID_9129376_I
Gemeinde Calden|34379|Calden|Holländische Straße|35|gemeinde@calden.de|06120/29-0|ID_OID_9006146_I
Gemeinde Cölbe|35091|Cölbe|Kasseler Straße|88|gemeinde@coelbe.de|06126/78-0|ID_OID_9005640_I
Gemeinde Cornberg|36219|Cornberg|Am Markt|8|info@cornberg.de|06126/9955-0|ID_OID_9003420_I
Gemeinde Dautphetal|35232|Dautphetal|Hainstraße|1|gemeindeverwaltung@dautphetal.de|06150/9767-0|ID_OID_9005628_I
Gemeinde Diemelsee|34519|Diemelsee|Am Kahlenberg|1|gemeinde@diemelsee.de|06166/9300-0|ID_OID_9004695_I
Gemeinde Dietzhölztal|35716|Dietzhölztal|Hauptstraße|92|info@dietzhoelztal.de|06155/701-0|ID_OID_9004435_I
Gemeinde Dipperz|36160|Dipperz|Am Dorfbrunnen|2|info@dipperz.de|06134/585-0|ID_OID_9006272_I
Gemeinde Driedorf|35759|Driedorf|Wilhelmstraße|16|info@driedorf.de|06162/8006-0|ID_OID_9004423_I
Gemeinde Ebersburg|36157|Ebersburg|Schulstraße|3|gemeinde@ebersburg.de|06152/716-0|ID_OID_9006260_I
Gemeinde Ebsdorfergrund|35085|Ebsdorfergrund|Dreihäuser Straße|17|gemeinde@ebsdorfergrund.de|06107/773-1|ID_OID_9005652_I
Gemeinde Echzell|61209|Echzell|Lindenstraße|9|gemeinde@echzell.de|06128/241-0|ID_OID_9005152_I
Gemeinde Edermünde|34295|Edermünde|Brückenhofstraße|4|info@gemeinde.edermuende.de|06127/903-0|ID_OID_9006972_I
Gemeinde Edertal|34549|Edertal|Bahnhofstraße|25|axel.mann@edertal.de|06723/992-0|ID_OID_9045143_I
Gemeinde Egelsbach|63329|Egelsbach|Freiherr-vom-Stein-Straße|13|Buergerbuero@egelsbach.de|06722/408-0|ID_OID_9007974_I
Gemeinde Ehrenberg (Rhön)|36115|Ehrenberg (Rhön)|Rhönstraße|26|info@gemeinde-ehrenberg.de|06129/48-0|ID_OID_9006236_I
Gemeinde Ehringshausen|35630|Ehringshausen|Rathausstraße|1|info@ehringshausen.de|06078/781-0|ID_OID_9004447_I
Gemeinde Eichenzell|36124|Eichenzell|Schlossgasse|4|gemeinde@eichenzell.de|06071/9702-0|ID_OID_9006422_I
Gemeinde Einhausen|64683|Einhausen|Marktplatz|5|Post@einhausen.de|06159/7157-0|ID_OID_9001974_I
Gemeinde Elbtal|65627|Elbtal|Rathausstraße|1|info@elbtal.eu|06123/792-0|ID_OID_9001575_I
Gemeinde Elz|65604|Elz|Rathausstraße|39|Gewerbeamt@elz-ww.de|06126/592-0|ID_OID_9001593_I
Gemeinde Eppertshausen|64859|Eppertshausen|Franz-Gruber-Platz|14|gemeinde@eppertshausen.de|06254/9302-0|ID_OID_9000334_I
Stadt Erlensee|63526|Erlensee|Am Rathaus|3|rathaus@erlensee.de|06151/1417-7168|ID_OID_9003045_I
Gemeinde Erzhausen|64390|Erzhausen|Rodenseestraße|3|ewo@erzhausen.de|06071/3002-0|ID_OID_9000460_I
Gemeinde Eschenburg|35713|Eschenburg|Nassauer Straße|11|info@eschenburg.de|06105/938-0|ID_OID_9004459_I
Gemeinde Espenau|34314|Espenau|Im Ort|1|gemeinde@espenau.de|06162/9604-0|ID_OID_9006170_I
Gemeinde Feldatal|36325|Feldatal|Schulstraße|2|gewerbe@romrod.de|06154/808-0|ID_OID_9002435_I
Gemeinde Fernwald|35463|Fernwald|Oppenröder Straße|1|info@fernwald.de|06257/990-0|ID_OID_9001164_I
Gemeinde Fischbachtal|64405|Fischbachtal|Darmstädter Straße|8|gewerbeamt@fischbachtal.de|06142/402-0|ID_OID_9000484_I
Gemeinde Flieden|36103|Flieden|Hauptstraße|36|gemeinde@flieden.de|06150/400-0|ID_OID_9006410_I
Gemeinde Flörsbachtal|63639|Flörsbachtal|Hauptstraße|14|info@floersbachtal.net|06158/829-0|ID_OID_9003066_I
Gemeinde Fränkisch-Crumbach|64407|Fränkisch-Crumbach|Rodensteiner Straße|8|gemeinde@fraenkisch-crumbach.de|06147/208-0|ID_OID_9003997_I
Gemeinde Freiensteinau|36399|Freiensteinau|Alte Schulstraße|5|m.hofmann@freiensteinau.de|06407/9112-0|ID_OID_9002454_I
Gemeinde Freigericht|63579|Freigericht|Rathausstr.|13|ordnungsamt@freigericht.de|06408/911-0|ID_OID_9003160_I
Gemeinde Friedewald|36289|Friedewald|Motzfelder Straße|12|info@friedewald-hessen.de|06404/9129-0|ID_OID_9003440_I
Gemeinde Frielendorf|34621|Frielendorf|Ziegenhainer Straße|2|gemeinde@frielendorf.de|06401/804-0|ID_OID_9006948_I
Gemeinde Fronhausen|35112|Fronhausen|Schulstraße|19|gemeinde@fronhausen.de|0641/6002-0|ID_OID_9005786_I
Gemeinde Fuldabrück|34277|Fuldabrück|Glockenhofsweg|3|rathaus@fuldabrueck.de|06402/85-0|ID_OID_9006122_I
Gemeinde Fuldatal|34233|Fuldatal|Am Rathaus|9|info@fuldatal.de|06403/9020-0|ID_OID_9006344_I
Gemeinde Fürth|64658|Fürth|Hauptstraße|19|ordnungsamt@gemeinde-fuerth.de|06405/806-232|ID_OID_9025700_I
Gemeinde Gemünden (Felda)|35329|Gemünden (Felda)|Rathausgasse|6|info@gemuenden-felda.de|06403/605-0|ID_OID_9002478_I
Gemeinde Gilserberg|34630|Gilserberg|Bahnhofstraße|40|Jutta.Daum@Gilserberg.de|06406/920-0|ID_OID_9006960_I
Stadt Ginsheim-Gustavsburg|65462|Ginsheim-Gustavsburg|Dr.-Herrmann-Straße|32|Gewerbe@gigu.de|06403/606-0|ID_OID_9000521_I
Gemeinde Glashütten|61479|Glashütten|Schloßborner Weg|2|gewerbe@gemeinde-glashuetten.de|06407/9109-0|ID_OID_9001926_I
Gemeinde Glauburg|63695|Glauburg|Bahnhofstraße|34|rathaus@gemeinde-glauburg.de|06408/9590-0|ID_OID_9005284_I
Gemeinde Gorxheimertal|69517|Gorxheimertal|Siedlungsstraße|35|rathaus@gorxheimertal.de|06406/809-0|ID_OID_9002082_I
Gemeinde Grasellenbach|64689|Grasellenbach|Schulstraße|1|info@gemeinde-grasellenbach.de|0641/804-0|ID_OID_9002118_I
Gemeinde Grävenwiesbach|61279|Grävenwiesbach|Bahnhofsweg|2a|gemeinde@graevenwiesbach.de|06434/202-0|ID_OID_9002340_I
Gemeinde Grebenhain|36355|Grebenhain|Hauptstraße|51|info@gemeinde-grebenhain.de|06484/9123-0|ID_OID_9002520_I
Gemeinde Greifenstein|35753|Greifenstein|Herborner Straße|38|mail@greifenstein.de|06438/9129-0|ID_OID_9004471_I
Gemeinde Groß-Rohrheim|68649|Groß-Rohrheim|Rheinstraße|14|info@gross-rohrheim.de|06436/9131-0|ID_OID_9002142_I
Gemeinde Groß-Zimmern|64846|Groß-Zimmern|Rathausplatz|1|info@Gross-Zimmern.de|06436/9446-0|ID_OID_9000714_I
Gemeinde Großenlüder|36137|Großenlüder|St.-Georg-Straße|2|hauptamt@grossenlueder.de|06431/9575-0|ID_OID_9381297_I
Gemeinde Großkrotzenburg|63538|Großkrotzenburg|Bahnhofstraße|3|ordnungsamt@grosskrotzenburg.de|06433/89-0|ID_OID_9003196_I
Gemeinde Gründau|63584|Gründau|Am Bürgerzentrum|1|gemeinde@gruendau.de|06438/838-28|ID_OID_9003215_I
Gemeinde Guxhagen|34302|Guxhagen|Zum Ehrenhain|2|info@guxhagen.de|06471/9866-0|ID_OID_9007288_I
Gemeinde Habichtswald|34317|Habichtswald|Breiter Weg|4|info@habichtswald.de|06476/9136-0|ID_OID_9006720_I
Gemeinde Haina (Kloster)|35114|Haina (Kloster)|Poststraße|4|rathaus@haina.de|06471/9539-0|ID_OID_9004863_I
Gemeinde Hainburg|63512|Hainburg|Hauptstraße|44|ordnung@hainburg.de|06482/9161-0|ID_OID_9530832_I
Gemeinde Hammersbach|63546|Hammersbach|Köbler Weg|44|zentrale@hammersbach.de|06483/9122-0|ID_OID_9041341_I
Gemeinde Hasselroth|63594|Hasselroth|Bodo-Käppel-Platz|1|Rathaus@hasselroth.de|06055/8806-0|ID_OID_9003251_I
Gemeinde Hauneck|36282|Hauneck|Hersfelder Straße|14|gemeinde@hauneck.de|06479/209-0|ID_OID_9003457_I
Gemeinde Heidenrod|65321|Heidenrod|Rathausstraße|9|nadine.kaemper@heidenrod.de|06471/314-0|ID_OID_9000286_I
Gemeinde Helsa|34298|Helsa|Berliner Straße|20|info@gemeinde-helsa.de|06472/9169-0|ID_OID_9006732_I
Gemeinde Herleshausen|37293|Herleshausen|Bahnhofstraße|15|gemeinde@herleshausen.de|06471/9430-0|ID_OID_9007511_I
Gemeinde Heuchelheim|35452|Heuchelheim|Linnpfad|30|info@heuchelheim.de|06631/182-0|ID_OID_9001200_I
Gemeinde Hirzenhain|63697|Hirzenhain|Karl-Birx-Straße|6|Riccarda.Brill@hirzenhain.de|06631/9180-50|ID_OID_9005332_I
Gemeinde Höchst i. Odw.|64739|Höchst i. Odw.|Montmelianer Platz|4|info@hoechst-i-odw.de|06172/731-231|ID_OID_9003949_I
Gemeinde Hofbieber|36145|Hofbieber|Schulweg|5|Lioba.Vogler@hofbieber.de|06174/292-0|ID_OID_9006538_I
Gemeinde Hohenahr|35644|Hohenahr|Rathausplatz|6|info@hohenahr.de|06245/28-0|ID_OID_9005082_I
Gemeinde Hohenroda|36284|Hohenroda|Schlossstraße|45|gemeinde@hohenroda.de|06251/14-0|ID_OID_9003541_I
Gemeinde Hohenstein|65329|Hohenstein|Schwalbacher Straße|1|info@hohenstein-hessen.de|06201/397-0|ID_OID_9000412_I
Gemeinde Hosenfeld|36154|Hosenfeld|Kirchpfad|1|buergerbuero@gemeinde-hosenfeld.de|06251/9602-0|ID_OID_9006526_I
Gemeinde Hünfelden|65597|Hünfelden|Le Thillay-Platz||sigrun.weigel@huenfelden.de|06207/9407-0|ID_OID_9001628_I
Gemeinde Hünstetten|65510|Hünstetten|Im Lagersboden|5|rathaus@huenstetten.de|06206/701-0|ID_OID_9000448_I
Gemeinde Hüttenberg|35625|Hüttenberg|Im Saales|2|info@huettenberg.de|06252/13-0|ID_OID_9005070_I
Gemeinde Jesberg|34632|Jesberg|Frankfurter Straße|1|gemeindeverwaltung@gemeinde-jesberg.de|06201/2949-0|ID_OID_9007252_I
Gemeinde Jossgrund|63637|Jossgrund|Martinusstraße|2|verwaltung@jossgrund.de|06272/923-0|ID_OID_9003281_I
Gemeinde Kalbach|36148|Kalbach|Hauptstraße|12|info@kalbach.de|06253/9494-0|ID_OID_9006574_I
Gemeinde Kaufungen|34260|Kaufungen|Leipziger Straße|463|t.rehbein@kaufungen.de|06254/307-0|ID_OID_9208676_I
Gemeinde Kiedrich|65399|Kiedrich|Marktstraße|27|info@kiedrich.de|06245/90777-0|ID_OID_9000400_I
Gemeinde Kirchheim|36275|Kirchheim|Hauptstraße|20|verwaltung@gemeinde-kirchheim.de|06229/9200-0|ID_OID_9225707_I
Gemeinde Knüllwald|34593|Knüllwald|Hauptstraße|7|info@knuellwald.de|06204/988-0|ID_OID_9007216_I
Gemeinde Körle|34327|Körle|Im Mülmischtal|2|bgm@koerle.de|06207/947-0|ID_OID_9007228_I
Gemeinde Kriftel|65830|Kriftel|Frankfurter Straße|33-37|gemeindeverwaltung@kriftel.de|06253/809-0|ID_OID_9008515_I
Gemeinde Künzell|36093|Künzell|Unterer Ortesweg|23|info@kuenzell.de|06251/5967-0|ID_OID_9006466_I
Gemeinde Lahnau|35633|Lahnau|Rathausplatz|1 - 5|gemeinde@lahnau.de|06255/306-0|ID_OID_9005058_I
Gemeinde Lahntal|35094|Lahntal|Oberdorfer Straße|1|info@lahntal.de|06209/808-0|ID_OID_9005750_I
Gemeinde Langgöns|35428|Langgöns|St. Ulrich-Ring|13|gemeinde@langgoens.de|06086/9611-0|ID_OID_9001236_I
Gemeinde Lautertal|64686|Lautertal (Odenwald)|Nibelungenstraße|280|info@lautertal.de|06081/1025-0|ID_OID_9002130_I
Gemeinde Lautertal (Vogelsberg)|36369|Lautertal (Vogelsberg)|Rathausstraße|3|info@lautertal-vogelsberg.de|06637/9602-15|ID_OID_9002659_I
Gemeinde Liederbach am Taunus|65835|Liederbach am Taunus|Villebon-Platz|9-11|info@liederbach-taunus.de|06666/9600-0|ID_OID_9008593_I
Gemeinde Limeshain|63694|Limeshain|Am Zentrum|2|servicebuero@limeshain.de|06634/9606-0|ID_OID_9005296_I
Gemeinde Linsengericht|63589|Linsengericht|Amtshofstraße|1|gewerbeamt@linsengericht.de|06644/9627-0|ID_OID_9003354_I
Gemeinde Lohfelden|34253|Lohfelden|Dr.-Walter-Lübcke-Platz|1|gemeinde@lohfelden.de|06171/502-0|ID_OID_9421992_I
Gemeinde Löhnberg|35792|Löhnberg|Obertorstraße|5|info@loehnberg.de|06643/9600-0|ID_OID_9001664_I
Gemeinde Lohra|35102|Lohra|Heinrich-Naumann-Weg|2|info@lohra.de|06633/184-0|ID_OID_9005738_I
Gemeinde Ludwigsau|36251|Ludwigsau|Schulstraße|1|info@ludwigsau.de|06171/7000-0|ID_OID_9003595_I
Gemeinde Lützelbach|64750|Lützelbach|Mainstraße|1|gemeinde@luetzelbach.de|06635/18-0|ID_OID_9003973_I
Gemeinde Mainhausen|63533|Mainhausen|Rheinstraße|3|gewerbeamt@mainhausen.de|06081/1024-0|ID_OID_9008047_I
Gemeinde Malsfeld|34323|Malsfeld|Lindenstraße|1|info@malsfeld.eu|06643/9610-0|ID_OID_9007264_I
Gemeinde Meinhard|37276|Meinhard|Sandstraße|15|hauptamt@gemeinde-meinhard.de|06400/9102-0|ID_OID_9007566_I
Gemeinde Meißner|37290|Meißner|Hinterweg|4|buergerservice@gemeinde-meissner.de|06081/589-0|ID_OID_9007584_I
Gemeinde Meißner|37290|Meißner|Hinterweg|4|buergerservice@gemeinde-meissner.de|06636/56-2|ID_OID_9046228_I
Gemeinde Mengerskirchen|35794|Mengerskirchen, Marktflecken|Schlossstraße|3|info@mengerskirchen.de|06642/970-0|ID_OID_9001682_I
Gemeinde Merenberg|35799|Merenberg, Marktflecken|Allendorfer Straße|4|gemeindeverwaltung@merenberg.de|06044/66-0|ID_OID_9001700_I
Gemeinde Messel|64409|Messel|Kohlweg|15|gewerbeamt@messel.de|06638/9185-0|ID_OID_9000744_I
Gemeinde Mittenaar|35756|Mittenaar|Leipziger Straße|1|info@mittenaar.de|06052/86-0|ID_OID_9005452_I
Gemeinde Modautal|64397|Modautal|Odenwaldstraße|34|Ordnungsamt@modautal.de|06645/9610-0|ID_OID_9000792_I
Gemeinde Mörlenbach|69509|Mörlenbach|Rathausplatz|1|Einwohnerservice@moerlenbach.de|06056/733-0|ID_OID_9002268_I
Gemeinde Morschen|34326|Morschen|In der Haydau|2|gemeindeverwaltung@morschen.de|06641/9698-0|ID_OID_9007355_I
Gemeinde Mossautal|64756|Mossautal|Ortsstraße|124|rathaus@mossautal.de|06050/9717-0|ID_OID_9004075_I
Gemeinde Mücke|35325|Mücke|Im Herrnhain|2|info@gemeinde-muecke.de|06054/808-0|ID_OID_9002694_I
Gemeinde Mühltal|64367|Mühltal|Ober-Ramstädter Straße|2-4|gewerbe@muehltal.de|06053/6121-0|ID_OID_9000816_I
Gemeinde Münchhausen|35117|Münchhausen|Marburger Straße|82|buergerbuero@gemeinde-muenchhausen.de|06181/975-0|ID_OID_9005726_I
Gemeinde Münster|64839|Münster|Mozartstraße|8|gewerbe@muenster-hessen.de|06183/9151-0|ID_OID_9000841_I
Gemeinde Nauheim|64569|Nauheim|Weingartenstraße|46-50|buergerbuero@nauheim.de|06057/9001-0|ID_OID_8982620_I
Gemeinde Nentershausen|36214|Nentershausen|Burgstraße|2|gemeindekasse@nentershausen.de|06055/916-0|ID_OID_9117684_I
Gemeinde Neu-Eichenberg|37249|Neu-Eichenberg|Kirchstraße|2|info@neu-eichenberg.de|06051/830-0|ID_OID_9007602_I
Gemeinde Neuberg|63543|Neuberg|Bahnhofstraße|19-21|rathaus@neuberg.eu|06186/2009-300|ID_OID_9003529_I
Gemeinde Neuenstein|36286|Neuenstein|Freiherr-vom-Stein-Straße|5|info@neuenstein.net|06051/8203-0|ID_OID_9003733_I
Gemeinde Neuental|34599|Neuental|Hauptstraße|8|gemeindeverwaltung@neuental.de|06055/8806-0|ID_OID_9007427_I
Gemeinde Neuhof|36119|Neuhof|Lindenplatz|4|gewerbe@neuhof-fulda.de|06623/9200-0|ID_OID_9006478_I
Gemeinde Niederaula|36272|Niederaula|Schlitzer Straße|3|buergerbuero@niederaula.de|06059/9026-0|ID_OID_9003757_I
Gemeinde Niederdorfelden|61138|Niederdorfelden|Burgstraße|5|gemeinde@niederdorfelden.de|06621/201-0|ID_OID_9003715_I
Gemeinde Niedernhausen|65527|Niedernhausen|Wilrijkplatz||gemeinde@niedernhausen.de|06184/802-0|ID_OID_9000623_I
Gemeinde Nieste|34329|Nieste|Wilhelm-Heitmann-Platz|3|gemeinde@nieste.de|06051/709-0|ID_OID_9006744_I
Gemeinde Niestetal|34266|Niestetal|Heiligenröder Straße|70|info@niestetal.de|06622/501-0|ID_OID_9006768_I
Gemeinde Nüsttal|36167|Nüsttal|Schulstr.|19|gemeinde@nuesttal.de|06675/55-1|ID_OID_9006490_I
Gemeinde Oberaula|36280|Oberaula|Hersfelder Str. 4||ordnungsamt@oberaula.de|05650/9697-0|ID_OID_9007403_I
Gemeinde Ottrau|34633|Ottrau|Neukirchener Straße|1|info@ottrau.de|06674/9210-0|ID_OID_9007415_I
Gemeinde Otzberg|64853|Otzberg|Otzbergstraße|13|einwohnermeldeamt@otzberg.de|06621/5060-0|ID_OID_9000895_I
Gemeinde Petersberg|36100|Petersberg|Am Neuen Garten|3|gemeinde@petersberg.de|06181/400-0|ID_OID_9006502_I
Gemeinde Philippsthal (Werra)|36269|Philippsthal (Werra)|Schloss|1|christian.schaefer@philippsthal.de|06673/9210-0|ID_OID_9003775_I
Gemeinde Poppenhausen (Wasserkuppe)|36163|Poppenhausen (Wasserkuppe)|Von-Steinrück-Platz|1|info@poppenhausen-wasserkuppe.de|06183/801-0|ID_OID_9006688_I
Gemeinde Rabenau|35466|Rabenau|Eichweg|14|info@rabenau.de|06676/9200-0|ID_OID_9001358_I
Gemeinde Ranstadt|63691|Ranstadt|Hauptstraße|15|ordnungsamt@ranstadt.de|06187/299-0|ID_OID_9005960_I
Gemeinde Rasdorf|36169|Rasdorf|Am Anger|32|info@rasdorf.de|06621/9201-0|ID_OID_9006664_I
Gemeinde Reichelsheim|64385|Reichelsheim (Odenwald)|Bismarckstraße|43|gemeinde@reichelsheim.de|06663/973-0|ID_OID_9004087_I
Gemeinde Reinhardshagen|34359|Reinhardshagen|Amtsstraße|10|gemeinde@reinhardshagen.de|06664/80-0|ID_OID_9007026_I
Gemeinde Reiskirchen|35447|Reiskirchen|Schulstraße|17|buergerbuero@gemeinde-reiskirchen.de|06661/85-0|ID_OID_9001376_I
Gemeinde Rimbach|64668|Rimbach|Rathausstraße|1|buergerservice@rimbach-odw.de|06187/9562-0|ID_OID_9002232_I
Gemeinde Ringgau|37296|Ringgau|Am Anger|3|gemeinde@ringgau.de|06053/802-0|ID_OID_9007626_I
Gemeinde Rockenberg|35519|Rockenberg|Obergasse|12|gemeinde@rockenberg.de|06101/5353-0|ID_OID_9006020_I
Gemeinde Rodenbach|63517|Rodenbach|Buchbergstr.|2|buergerbuero@rodenbach.de|06677/9210-0|ID_OID_9131585_I
Gemeinde Ronneburg|63549|Ronneburg|Schulstraße|9|gemeinde@ronneburg.eu|06625/9203-0|ID_OID_9421673_I
Gemeinde Ronshausen|36217|Ronshausen|Eisenacher Straße|12a|gemeinde@ronshausen.de|06620/9210-0|ID_OID_9003792_I
Gemeinde Roßdorf|64380|Roßdorf|Erbacher Straße|1|ordnungsamt@rossdorf.de|06622/9231-0|ID_OID_9000950_I
Gemeinde Schaafheim|64850|Schaafheim|Wilhelm-Leuschner-Straße|3|elkehoereth@schaafheim.de|06623/933-1|ID_OID_9212383_I
Gemeinde Schauenburg|34270|Schauenburg|Korbacher Straße|300|info@gemeinde-schauenburg.de|06629/9202-0|ID_OID_9007110_I
